date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.30m,n.mate.1hr,ratio.30m,ratio.1hr
,,,,,,,,,,,,, ,,0.1,1.4
9525,24,OS,5,16,85,10,10,38.7,39,57.2,NA,NA,0,3,0,0.6
9529,3,OS,5,8,85,10,14,13.4,13.5,28.9,NA,NA,3,3,0.6,0.6
9602,6,OS,5,8,85,10,16,31.5,52.4,NA,NA,NA,0,2,0,0.4
9605,12,OS,5,9,85,10,15,10.8,11.9,16.1,20.6,21.3,5,5,1,1
9803,27,OS,5,7,85,10,9,24.7,24.8,48.3,NA,NA,2,3,0.4,0.6
,,,,,,,,,,,,,10,16,2,3.2
,,,,,,,,,,,,, ,,1.5,2.24
9506,5,88,5,12,88,10,12,24.6,24.8,NA,NA,NA,2,2,0.4,0.4
9511,20,88,5,16,88,10,13,8.5,30.7,NA,NA,NA,1,2,0.2,0.4
9515,29,88,5,18,88,9,15,29.7,NA,NA,NA,NA,1,1,0.2,0.2
9817,29,88,5,8,88,10,10,7.2,18.6,37.7,47.5,NA,2,4,0.4,0.8
9822,2,88,5,10,88,10,11,23.7,33.7,46.5,61.4,NA,1,3,0.2,0.6
,,,,,,,,,,,,,7,12,1.4,2.4
,,,,,,,,,,,,, ,,0.4,1.36
9506,4,88,5,9,OS,10,13,6.9,12.9,19.6,NA,NA,3,3,0.6,0.6
9511,19,88,5,16,OS,10,8,11.4,20.2,42.5,NA,NA,2,3,0.4,0.6
9515,28,88,5,18,OS,10,6,13.7,13.9,26.7,32.1,NA,3,4,0.6,0.8
9817,28,88,5,8,OS,10,5,3,12.1,12.7,17.7,25.8,5,5,1,1
9822,1,88,5,10,OS,10,10,10,18.2,25.2,35.2,NA,3,4,0.6,0.8
,,,,,,,,,,,,,16,19,3.2,3.8
,,,,,,,,,,,,, ,,2.2,3
9506,6,OS,5,12,88,10,12,32,50.5,59.6,NA,NA,0,3,0,0.6
9511,21,OS,5,9,88,10,13,40.8,58.2,NA,NA,NA,0,2,0,0.4
9515,30,OS,5,9,88,10,15,37.5,NA,NA,NA,NA,0,1,0,0.2
9817,30,OS,5,8,88,10,10,36,55.6,NA,NA,NA,0,2,0,0.4
9822,3,OS,5,9,88,10,11,43.4,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,0,9,0,1.8
,,,,,,,,,,,,, ,,0,0.76
9529,5,91,5,13,91,10,13,54,NA,NA,NA,NA,0,1,0,0.2
9605,14,91,5,20,91,10,21,12.7,NA,NA,NA,NA,1,1,0.2,0.2
9805,8,91,5,6,91,9,6,9.6,59.7,NA,NA,NA,1,2,0.2,0.4
9810,2,91,5,8,91,10,9,29.9,45.5,NA,NA,NA,1,2,0.2,0.4
9814,23,91,5,8,91,10,8,22.9,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,4,7,0.8,1.4
,,,,,,,,,,,,, ,,0.2,0.44
9529,4,91,5,13,OS,10,9,12.1,19.4,30.3,31.5,NA,2,4,0.4,0.8
9605,13,91,5,20,OS,10,6,6.9,50.7,NA,NA,NA,1,2,0.2,0.4
9805,7,91,5,6,OS,10,8,17.4,34.2,43.6,43.7,61.6,1,4,0.2,0.8
9810,1,91,5,8,OS,10,8,18.1,18.2,18.3,18.3,30.1,4,5,0.8,1
9814,22,91,5,8,OS,10,5,7.1,14.2,35.1,57,NA,2,4,0.4,0.8
,,,,,,,,,,,,,10,19,2,3.8
,,,,,,,,,,,,, ,,1,3.08
9529,6,OS,5,8,91,10,13,16,27.8,44.1,NA,NA,2,3,0.4,0.6
9605,15,OS,5,9,91,10,21,15,20.2,21.7,25.8,30.8,4,5,0.8,1
9805,9,OS,5,8,91,10,6,47.3,NA,NA,NA,NA,1,1,0.2,0.2
9810,3,OS,5,11,91,10,9,9.6,56.6,NA,NA,NA,1,2,0.2,0.4
9814,24,OS,5,11,91,10,8,20.9,53.8,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,9,13,1.8,2.6
,,,,,,,,,,,,, ,,0.9,1.72
9602,8,93,5,18,93,9,18,NA,NA,NA,NA,NA,0,0,0,0
9605,17,93,5,20,93,10,20,NA,NA,NA,NA,NA,0,0,0,0
9606,23,93,5,21,93,10,19,13.4,NA,NA,NA,NA,1,1,0.2,0.2
9803,29,93,5,4,93,10,9,21,26.4,31.4,NA,NA,2,3,0.4,0.6
9806,8,93,5,5,93,10,6,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,3,4,0.6,0.8
,,,,,,,,,,,,, ,,0.2,0.4
9602,7,93,5,18,OS,10,7,8.6,8.9,17.5,NA,NA,0,3,0,0.6
9605,16,93,5,20,OS,10,6,8.4,9.3,16.7,32.6,NA,0,4,0,0.8
9606,22,93,5,21,OS,10,5,NA,NA,NA,NA,NA,0,0,0,0
9803,28,93,5,4,OS,10,7,8.1,8.2,12.7,19.2,NA,0,4,0,0.8
9806,7,93,5,5,OS,10,7,13.9,21.2,42.8,NA,NA,0,3,0,0.6
,,,,,,,,,,,,,0,14,0,2.8
,,,,,,,,,,,,, ,,0,2
9602,9,OS,5,8,93,10,18,NA,NA,NA,NA,NA,0,0,0,0
9605,18,OS,5,9,93,10,20,35.4,NA,NA,NA,NA,0,1,0,0.2
9606,24,OS,5,8,93,10,19,NA,NA,NA,NA,NA,0,0,0,0
9803,30,OS,5,7,93,10,9,35.5,44,NA,NA,NA,0,2,0,0.4
9806,9,OS,5,9,93,10,6,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,3,0,0.6
,,,,,,,,,,,,, ,,0,0.2
9525,26,101,5,10,101,10,10,19.8,34.9,NA,NA,NA,1,2,0.2,0.4
9529,8,101,5,13,101,10,14,43.6,53.9,NA,NA,NA,0,2,0,0.4
9602,11,101,5,17,101,10,17,16,29.6,32.9,41.4,NA,2,4,0.4,0.8
9806,11,101,5,5,101,10,6,15.3,48.9,NA,NA,NA,1,2,0.2,0.4
9813,5,101,5,10,101,10,6,20.7,44.6,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,5,12,1,2.4
,,,,,,,,,,,,, ,,0.3,1.28
9525,25,101,5,10,OS,10,9,3.7,6.9,10.7,16.8,22,5,5,1,1
9529,7,101,5,13,OS,10,9,9.9,17,17.5,28.1,NA,4,4,0.8,0.8
9602,10,101,5,17,OS,10,7,11.8,11.9,15.9,23.4,29.9,5,5,1,1
9806,10,101,5,5,OS,10,7,13.6,25.1,26.1,35.5,55.5,3,5,0.6,1
9813,4,101,5,4,OS,11,8,12.8,21.1,43.7,44.6,58.2,2,5,0.4,1
,,,,,,,,,,,,,19,24,3.8,4.8
,,,,,,,,,,,,, ,,3.2,4.64
9525,27,OS,5,16,101,10,10,30.7,30.7,55.9,NA,NA,0,3,0,0.6
9529,9,OS,5,8,101,10,14,21.7,27.5,43.4,NA,NA,2,3,0.4,0.6
9602,12,OS,5,8,101,10,17,24.5,33.1,39.7,48.6,NA,1,4,0.2,0.8
9806,12,OS,5,9,101,10,6,55,NA,NA,NA,NA,0,1,0,0.2
9813,6,OS,5,10,101,10,6,16.5,21.6,28.2,33.5,50.5,3,5,0.6,1
,,,,,,,,,,,,,6,16,1.2,3.2
,,,,,,,,,,,,, ,,0.6,2.4
9525,29,105,5,10,105,10,10,9,20.2,23.5,33.5,NA,3,4,0.6,0.8
9602,14,105,5,16,105,10,18,NA,NA,NA,NA,NA,0,0,0,0
9605,20,105,5,19,105,10,20,17,20.3,48.2,NA,NA,2,3,0.4,0.6
9606,26,105,5,20,105,10,10,NA,NA,NA,NA,NA,0,0,0,0
9804,2,105,5,5,105,10,5,18.6,18.8,30,NA,NA,3,3,0.6,0.6
,,,,,,,,,,,,,8,10,1.6,2
,,,,,,,,,,,,, ,,0.9,1.36
9525,28,105,5,10,OS,10,9,9.5,23.6,NA,NA,NA,2,2,0.4,0.4
9602,13,105,5,16,OS,10,7,11.6,NA,NA,NA,NA,1,1,0.2,0.2
9605,19,105,5,19,OS,10,6,26.6,NA,NA,NA,NA,1,1,0.2,0.2
9606,25,105,5,20,OS,10,5,11.6,NA,NA,NA,NA,1,1,0.2,0.2
9804,1,105,5,5,OS,10,8,6.8,7.3,9.5,16.5,18.8,5,5,1,1
,,,,,,,,,,,,,10,10,2,2
,,,,,,,,,,,,, ,,1.3,1.28
9525,30,OS,5,16,105,10,10,29.7,38.3,47.6,NA,NA,1,3,0.2,0.6
9602,15,OS,5,8,105,10,18,22.8,45.1,54.9,NA,NA,1,3,0.2,0.6
9605,21,OS,5,9,105,10,20,8.9,17.4,28.4,36.4,38.1,3,5,0.6,1
9606,27,OS,5,8,105,10,10,16.4,21.8,27.3,29,41.9,4,5,0.8,1
9804,3,OS,5,8,105,10,5,17,26,33.7,33.9,41.7,2,5,0.4,1
,,,,,,,,,,,,,11,21,2.2,4.2
,,,,,,,,,,,,, ,,1.2,3.72
9526,2,109,5,11,109,10,11,13.2,16.4,28.3,37.2,NA,3,4,0.6,0.8
9529,11,109,5,12,109,10,8,18.8,50.3,NA,NA,NA,1,2,0.2,0.4
9806,14,109,5,5,109,10,10,11.7,35.2,NA,NA,NA,1,2,0.2,0.4
9810,5,109,5,5,109,10,10,20.6,26.4,26.4,42,NA,3,4,0.6,0.8
9817,2,109,5,6,109,10,7,26.8,34,57.3,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,9,15,1.8,3
,,,,,,,,,,,,, ,,0.8,1.96
9526,1,109,5,11,OS,10,8,10,17.9,56.4,NA,NA,2,3,0.4,0.6
9529,10,109,5,12,OS,10,9,8.5,20.1,NA,NA,NA,2,2,0.4,0.4
9806,13,109,5,5,OS,10,7,7.9,12.3,22,27.2,46.8,4,5,0.8,1
9810,4,109,5,5,OS,10,8,9.6,13.9,17,26.4,NA,4,4,0.8,0.8
9817,1,109,5,6,OS,10,5,14,14,18.1,37.3,NA,3,4,0.6,0.8
,,,,,,,,,,,,,15,18,3,3.6
,,,,,,,,,,,,, ,,2,2.8
9526,3,OS,5,17,109,11,11,23.2,45,NA,NA,NA,1,2,0.2,0.4
9529,12,OS,5,8,109,10,8,26.2,43.4,NA,NA,NA,1,2,0.2,0.4
9806,15,OS,5,9,109,10,10,17.4,45.1,NA,NA,NA,1,2,0.2,0.4
9810,6,OS,5,11,109,10,10,6.6,32.5,39.9,49.2,NA,1,4,0.2,0.8
9817,3,OS,5,8,109,9,7,18.6,46.1,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,5,12,1,2.4
,,,,,,,,,,,,, ,,0.2,1.28
9526,5,129,4,11,129,10,10,12.5,NA,NA,NA,NA,1,1,0.25,0.25
9529,14,129,5,9,129,10,15,14,29,NA,NA,NA,2,2,0.4,0.4
9602,17,129,5,10,129,10,18,16.3,23.9,NA,NA,NA,2,2,0.4,0.4
9805,11,129,5,5,129,10,5,20,30.9,42.9,51.3,NA,1,4,0.2,0.8
9807,14,129,5,5,129,10,7,28,46,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,7,11,1.45,2.25
,,,,,,,,,,,,, ,,0.5,1.1825
9526,4,129,5,11,OS,10,8,8.9,12.5,12.6,NA,NA,3,3,0.6,0.6
9529,13,129,5,9,OS,10,9,16.3,NA,NA,NA,NA,1,1,0.2,0.2
9602,16,129,5,10,OS,10,7,7.2,7.8,8.5,NA,NA,3,3,0.6,0.6
9805,10,129,5,5,OS,9,8,5.2,15.4,17.2,NA,NA,3,3,0.6,0.6
9807,13,129,5,5,OS,10,6,8.5,8.7,15.1,24.4,NA,4,4,0.8,0.8
,,,,,,,,,,,,,14,14,2.8,2.8
,,,,,,,,,,,,, ,,1.8,1.76
9526,6,OS,5,17,129,10,10,NA,NA,NA,NA,NA,0,0,0,0
9529,15,OS,5,8,129,10,15,23.1,35.2,42,51.1,NA,1,4,0.2,0.8
9602,18,OS,5,8,129,10,18,12,25.3,40.4,43,NA,2,4,0.4,0.8
9805,12,OS,5,8,129,10,5,41.8,NA,NA,NA,NA,0,1,0,0.2
9807,15,OS,5,8,129,10,7,17.6,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,4,10,0.8,2
,,,,,,,,,,,,, ,,0.2,1.36
9421,2,136,5,10,136,10,12,NA,NA,NA,NA,NA,0,0,0,0
9421,11,136,5,10,136,10,12,NA,NA,NA,NA,NA,0,0,0,0
9421,20,136,5,10,136,10,12,NA,NA,NA,NA,NA,0,0,0,0
9421,29,136,5,10,136,10,12,49.1,NA,NA,NA,NA,0,1,0,0.2
9422,2,136,5,10,136,10,10,43.7,NA,NA,NA,NA,0,1,0,0.2
9422,8,136,5,10,136,10,10,11.3,55.1,NA,NA,NA,1,2,0.2,0.4
9422,14,136,5,10,136,10,10,18.3,44.8,NA,NA,NA,1,2,0.2,0.4
9427,11,136,5,6,136,10,9,22.9,36.5,58,NA,NA,1,3,0.2,0.6
9501,8,136,5,10,136,10,13,23.4,31.5,42.1,NA,NA,1,3,0.2,0.6
9501,17,136,5,10,136,10,13,14.5,22.6,37.2,50.8,NA,2,4,0.4,0.8
,,,,,,,,,,,,,6,16,1.2,3.2
,,,,,,,,,,,,, ,,0.3,1.8
9421,1,136,5,10,OS,10,12,46.9,53.8,NA,NA,NA,0,2,0,0.4
9421,10,136,5,10,OS,10,12,35.2,NA,NA,NA,NA,0,1,0,0.2
9421,19,136,5,10,OS,10,12,NA,NA,NA,NA,NA,0,0,0,0
9421,28,136,5,10,OS,10,12,3.7,NA,NA,NA,NA,1,1,0.2,0.2
9422,1,136,5,10,OS,10,12,12,NA,NA,NA,NA,1,1,0.2,0.2
9422,7,136,5,10,OS,10,12,NA,NA,NA,NA,NA,0,0,0,0
9422,13,136,5,10,OS,10,12,18.6,36,48.2,51.5,NA,1,4,0.2,0.8
9427,10,136,5,6,OS,10,12,NA,NA,NA,NA,NA,0,0,0,0
9501,7,136,5,10,OS,10,13,45.9,54.9,NA,NA,NA,0,2,0,0.4
9501,16,136,5,10,OS,10,15,26.3,43.8,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,4,13,0.8,2.6
,,,,,,,,,,,,, ,,0.2,1.2
9421,3,OS,5,14,136,10,12,20.8,27.6,29.2,33.9,34.5,3,5,0.6,1
9421,12,OS,5,14,136,10,12,28.9,37.9,46,NA,NA,1,3,0.2,0.6
9421,21,OS,5,14,136,10,12,17.2,30.5,36.9,45.1,NA,1,4,0.2,0.8
9421,30,OS,5,14,136,10,12,29.3,39.6,46.2,52.5,53.3,1,5,0.2,1
9422,3,OS,5,12,136,9,10,24.3,32.1,37.8,50,59.1,1,5,0.2,1
9422,9,OS,5,12,136,10,10,10.3,22.3,27.3,35.2,46.9,3,5,0.6,1
9422,15,OS,5,12,136,10,10,14.2,20.2,26.1,29,42.1,4,5,0.8,1
9427,12,OS,5,10,136,10,9,10.4,13.4,18.1,18.9,21.7,5,5,1,1
9501,9,OS,5,10,136,10,15,17.9,27.1,38.6,39.9,45.9,2,5,0.4,1
9501,18,OS,5,10,136,10,13,14.4,26.3,27.5,36.1,43.6,3,5,0.6,1
,,,,,,,,,,,,,24,47,4.8,9.4
,,,,,,,,,,,,, ,,3,9
9526,8,138,5,11,138,10,11,26.5,33,40.6,44.4,49,1,5,0.2,1
9529,17,138,5,14,138,10,14,13.4,20.8,21.7,34.5,NA,3,4,0.6,0.8
9602,20,138,5,17,138,10,17,16,24.5,27.9,28,NA,4,4,0.8,0.8
9805,14,138,5,5,138,10,5,18.1,21.7,37.3,46.6,NA,2,4,0.4,0.8
9806,17,138,5,4,138,10,5,16,19.9,21.6,21.7,24.5,5,5,1,1
,,,,,,,,,,,,,15,22,3,4.4
,,,,,,,,,,,,, ,,2.2,3.92
9526,7,138,5,11,OS,10,8,11.2,11.3,20,24.9,36.6,4,5,0.8,1
9529,16,138,5,14,OS,10,9,8.7,17.7,24.3,48.4,NA,3,4,0.6,0.8
9602,19,138,5,17,OS,10,7,6.2,7.2,NA,NA,NA,2,2,0.4,0.4
9805,13,138,5,5,OS,10,8,9,10.4,10.7,12,24.9,5,5,1,1
9806,16,138,5,4,OS,10,7,8.2,11.6,24.4,38,58.8,3,5,0.6,1
,,,,,,,,,,,,,17,21,3.4,4.2
,,,,,,,,,,,,, ,,2.5,3.8
9526,9,OS,5,17,138,10,11,36.5,39.9,53.6,NA,NA,0,3,0,0.6
9529,18,OS,5,8,138,10,14,31.5,36.4,41.4,50.7,NA,0,4,0,0.8
9602,21,OS,5,8,138,10,17,17.1,17.2,37.9,45.1,59.9,2,5,0.4,1
9805,15,OS,5,8,138,10,5,30.4,31.4,NA,NA,NA,0,2,0,0.4
9806,18,OS,5,9,138,10,5,41.3,41.3,41.4,41.6,56.2,0,5,0,1
,,,,,,,,,,,,,2,19,0.4,3.8
,,,,,,,,,,,,, ,,0.2,3.16
9526,11,142,5,10,142,10,11,NA,NA,NA,NA,NA,0,0,0,0
9804,5,142,5,4,142,10,10,33.7,36.2,NA,NA,NA,0,2,0,0.4
9805,17,142,5,5,142,10,5,33.7,NA,NA,NA,NA,0,1,0,0.2
9806,20,142,5,5,142,10,6,29.7,30.6,52.7,NA,NA,1,3,0.2,0.6
9813,8,142,5,6,142,10,4,16,24,24.9,44.3,NA,3,4,0.6,0.8
,,,,,,,,,,,,,4,10,0.8,2
,,,,,,,,,,,,, ,,0.4,1.2
9526,10,142,5,10,OS,10,8,27.2,43.2,59.9,NA,NA,1,3,0.2,0.6
9804,4,142,5,4,OS,10,8,11.6,25.8,27.3,42.5,NA,3,4,0.6,0.8
9805,16,142,5,5,OS,10,8,5.2,6,8.8,10.3,15.9,5,5,1,1
9806,19,142,5,5,OS,10,7,10.5,11.3,12.5,13,28.6,5,5,1,1
9813,7,142,5,6,OS,10,8,16.5,24,35,46.3,55.9,2,5,0.4,1
,,,,,,,,,,,,,16,22,3.2,4.4
,,,,,,,,,,,,, ,,2.6,4
9526,12,OS,5,17,142,10,11,24.4,30.1,40.6,54.9,NA,1,4,0.2,0.8
9804,6,OS,5,8,142,10,10,7.9,NA,NA,NA,NA,1,1,0.2,0.2
9805,18,OS,5,8,142,10,5,45.9,46.2,NA,NA,NA,0,2,0,0.4
9806,21,OS,5,9,142,9,6,5.7,30.7,42.5,44.2,NA,1,4,0.2,0.8
9813,9,OS,5,10,142,10,4,20.4,21.4,31.4,50.5,NA,2,4,0.4,0.8
,,,,,,,,,,,,,5,15,1,3
,,,,,,,,,,,,, ,,0.3,2.12
9501,29,149,5,8,149,10,7,8.4,13.5,13.9,16.9,23.5,5,5,1,1
9506,8,149,5,10,149,10,12,14.8,38.3,NA,NA,NA,1,2,0.2,0.4
9511,23,149,5,14,149,10,11,6.7,7.7,8.3,12.8,28.6,5,5,1,1
9516,2,149,5,19,149,10,14,8.7,9.2,9.3,NA,NA,3,3,0.6,0.6
9818,2,149,5,8,149,10,10,9.6,11.2,18.9,30.1,30.2,3,5,0.6,1
,,,,,,,,,,,,,17,20,3.4,4
,,,,,,,,,,,,, ,,2.8,3.52
9501,28,149,5,8,OS,10,15,3.6,6.4,6.6,8,13.9,5,5,1,1
9506,7,149,5,10,OS,10,13,5.3,5.7,7.4,8.3,11.6,5,5,1,1
9511,22,149,5,14,OS,10,8,3.7,5.5,6.5,9.1,16,5,5,1,1
9516,1,149,5,19,OS,10,5,4.5,5.4,8.9,21.5,33.9,4,5,0.8,1
9818,1,149,5,8,OS,10,6,7.1,14.6,19,19.1,27.6,5,5,1,1
,,,,,,,,,,,,,24,25,4.8,5
,,,,,,,,,,,,, ,,4.6,5
9501,30,OS,5,10,149,10,7,21.7,44.1,44.2,44.2,NA,1,4,0.2,0.8
9506,9,OS,5,12,149,11,12,20.2,20.4,20.6,42,NA,3,4,0.6,0.8
9511,24,OS,5,9,149,10,11,23,32,38.4,45.7,NA,1,4,0.2,0.8
9516,3,OS,5,7,149,10,14,11.9,17.2,25.4,27.9,38.1,4,5,0.8,1
9818,3,OS,5,7,149,10,10,15.1,27.4,32.9,46.3,NA,2,4,0.4,0.8
,,,,,,,,,,,,,11,21,2.2,4.2
,,,,,,,,,,,,, ,,1.2,3.56
9526,14,153,6,10,153,10,11,14.1,16.7,27.1,42.6,54.8,3,5,0.5,0.833333333
9806,23,153,5,5,153,10,10,10.1,19.8,42.4,NA,NA,2,3,0.4,0.6
9807,17,153,5,4,153,10,6,37.7,NA,NA,NA,NA,1,1,0.2,0.2
9810,8,153,5,4,153,10,10,7.8,26,42.2,NA,NA,2,3,0.4,0.6
9813,11,153,5,5,153,10,6,7.7,20.4,40.2,55.5,NA,2,4,0.4,0.8
9814,26,153,5,6,153,10,7,4.7,22.6,38.8,55.6,NA,2,4,0.4,0.8
,,,,,,,,,,,,,12,20,2.3,3.833333333
,,,,,,,,,,,,, ,,0.9,2.7
9526,13,153,5,10,OS,10,8,5.9,11.8,14.5,23.2,NA,4,4,0.8,0.8
9806,22,153,5,5,OS,10,7,6.8,18.5,26.3,42.2,44,3,5,0.6,1
9807,16,153,5,4,OS,10,6,13.8,35.7,35.7,55.4,NA,1,4,0.2,0.8
9810,7,153,5,4,OS,10,8,5.4,11.9,11.9,12.5,26.5,5,5,1,1
9813,10,153,5,5,OS,10,8,14.4,15.8,34,59.6,NA,2,4,0.4,0.8
9814,25,153,5,6,OS,10,5,4.8,16.7,29.9,45.1,NA,3,4,0.6,0.8
,,,,,,,,,,,,,18,26,3.6,5.2
,,,,,,,,,,,,, ,,2.6,4.6
9526,15,OS,5,17,153,10,11,23.1,35.3,59.5,NA,NA,1,3,0.2,0.6
9806,24,OS,5,9,153,10,10,33.9,42.2,55.5,NA,NA,0,3,0,0.6
9807,18,OS,5,8,153,10,6,12.7,21.2,29.4,51.1,57.6,3,5,0.6,1
9810,9,OS,5,11,153,10,10,15,34.4,51.4,58.3,NA,1,4,0.2,0.8
9813,12,OS,5,10,153,10,6,21.3,53.5,NA,NA,NA,1,2,0.2,0.4
9814,27,OS,5,11,153,10,7,22,34.6,56.4,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,7,20,1.4,4
,,,,,,,,,,,,, ,,0.5,2.9
9526,17,158,5,11,158,10,11,NA,NA,NA,NA,NA,0,0,0,0
9529,20,158,5,13,158,10,13,NA,NA,NA,NA,NA,0,0,0,0
9602,23,158,5,17,158,10,11,NA,NA,NA,NA,NA,0,0,0,0
9605,23,158,5,20,158,10,15,NA,NA,NA,NA,NA,0,0,0,0
9606,29,158,5,21,158,9,11,26.3,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,1,1,0.2,0.2
,,,,,,,,,,,,, ,,0,0.04
9526,16,158,5,11,OS,10,8,15,NA,NA,NA,NA,1,1,0.2,0.2
9529,19,158,5,13,OS,10,9,8.4,17.4,28.4,NA,NA,3,3,0.6,0.6
9602,22,158,5,17,OS,9,7,50.2,NA,NA,NA,NA,0,1,0,0.2
9605,22,158,5,20,OS,10,6,7,NA,NA,NA,NA,1,1,0.2,0.2
9606,28,158,5,21,OS,10,5,22.7,49.3,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,6,8,1.2,1.6
,,,,,,,,,,,,, ,,0.5,0.64
9526,18,OS,5,17,158,10,11,NA,NA,NA,NA,NA,0,0,0,0
9529,21,OS,5,8,158,10,13,29.4,NA,NA,NA,NA,1,1,0.2,0.2
9602,24,OS,5,8,158,10,11,NA,NA,NA,NA,NA,0,0,0,0
9605,24,OS,5,9,158,10,15,21.7,42.9,NA,NA,NA,1,2,0.2,0.4
9606,30,OS,5,8,158,10,11,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,2,3,0.4,0.6
,,,,,,,,,,,,, ,,0.1,0.2
9526,20,161,5,10,161,10,11,52.1,NA,NA,NA,NA,0,1,0,0.2
9529,23,161,5,12,161,10,11,15.7,32,NA,NA,NA,1,2,0.2,0.4
9602,26,161,5,16,161,10,11,NA,NA,NA,NA,NA,0,0,0,0
9807,20,161,5,5,161,10,7,NA,NA,NA,NA,NA,0,0,0,0
9810,11,161,5,5,161,10,8,15.7,34.9,40,46.5,59,1,5,0.2,1
,,,,,,,,,,,,,2,8,0.4,1.6
,,,,,,,,,,,,, ,,0.1,1.2
9526,19,161,5,10,OS,10,8,6.2,6.2,12.2,16.8,27.4,5,5,1,1
9529,22,161,5,12,OS,10,9,4.5,10.1,17.2,17.7,NA,4,4,0.8,0.8
9602,25,161,5,16,OS,10,7,6.3,6.5,7.3,15.7,16.9,5,5,1,1
9807,19,161,5,5,OS,10,6,20.5,29.3,31.1,48.3,NA,2,4,0.4,0.8
9810,10,161,5,5,OS,9,8,10.9,17.5,17.6,19.4,25.8,5,5,1,1
,,,,,,,,,,,,,21,23,4.2,4.6
,,,,,,,,,,,,, ,,3.8,4.28
9526,21,OS,5,17,161,10,11,53.8,NA,NA,NA,NA,0,1,0,0.2
9529,24,OS,5,8,161,10,11,55.4,NA,NA,NA,NA,0,1,0,0.2
9602,27,OS,5,8,161,10,11,34.1,NA,NA,NA,NA,0,1,0,0.2
9807,21,OS,5,8,161,10,7,NA,NA,NA,NA,NA,0,0,0,0
9810,12,OS,5,11,161,10,8,45,49.7,58.1,NA,NA,0,3,0,0.6
,,,,,,,,,,,,,0,6,0,1.2
,,,,,,,,,,,,, ,,0,0.48
9526,23,176,5,10,176,10,11,NA,NA,NA,NA,NA,0,0,0,0
9529,26,176,5,11,176,10,11,27.5,NA,NA,NA,NA,1,1,0.2,0.2
9605,26,176,5,13,176,10,15,NA,NA,NA,NA,NA,0,0,0,0
9807,23,176,5,5,176,10,8,NA,NA,NA,NA,NA,0,0,0,0
9810,14,176,5,4,176,10,7,31.1,46.7,NA,NA,NA,0,2,0,0.4
,,,,,,,,,,,,,1,3,0.2,0.6
,,,,,,,,,,,,, ,,0,0.2
9526,22,176,5,10,OS,10,8,NA,NA,NA,NA,NA,0,0,0,0
9529,25,176,5,11,OS,10,9,NA,NA,NA,NA,NA,0,0,0,0
9605,25,176,5,13,OS,10,6,NA,NA,NA,NA,NA,0,0,0,0
9807,22,176,5,5,OS,10,6,7.6,15.6,21,32.5,NA,3,4,0.6,0.8
9810,13,176,5,4,OS,10,8,4.7,14.4,14.6,15.4,24.5,5,5,1,1
,,,,,,,,,,,,,8,9,1.6,1.8
,,,,,,,,,,,,, ,,1.4,1.64
9526,24,OS,5,17,176,10,11,8.3,28.6,36.9,NA,NA,2,3,0.4,0.6
9529,27,OS,5,8,176,10,11,11.4,11.4,36.5,53.2,NA,2,4,0.4,0.8
9605,27,OS,5,9,176,10,15,17.6,25.8,31.7,39.5,45.1,2,5,0.4,1
9807,24,OS,5,8,176,10,8,54.7,NA,NA,NA,NA,0,1,0,0.2
9810,15,OS,5,11,176,10,7,12.5,12.7,23.5,NA,NA,3,3,0.6,0.6
,,,,,,,,,,,,,9,16,1.8,3.2
,,,,,,,,,,,,, ,,0.8,2.4
9526,26,177,5,9,177,10,6,19.8,39.7,NA,NA,NA,1,2,0.2,0.4
9529,29,177,5,11,177,10,7,23.8,NA,NA,NA,NA,1,1,0.2,0.2
9602,29,177,5,10,177,10,10,53,NA,NA,NA,NA,0,1,0,0.2
9804,8,177,5,4,177,10,7,16.4,18,22,30,52.8,4,5,0.8,1
9806,26,177,5,5,177,10,6,25.9,33.7,39.9,42.3,NA,1,4,0.2,0.8
,,,,,,,,,,,,,7,13,1.4,2.6
,,,,,,,,,,,,, ,,0.8,1.88
9526,25,177,5,9,OS,10,8,8.2,20.8,NA,NA,NA,2,2,0.4,0.4
9529,28,177,5,11,OS,10,9,7.2,10,24.2,40.2,NA,3,4,0.6,0.8
9602,28,177,5,10,OS,10,7,13.5,13.5,28.7,28.8,NA,4,4,0.8,0.8
